College,URL,State,Type,Highest degree offered,Carnegie classification,Course,Department,Sub-topic,Notes,
Swarthmore College,http://swarthmore.edu,PA,4-year private ,PhD,Baccalaureate Colleges: Arts & Sciences Focus,Organismal and Population Biology,Biology-General Studies,Basics of Ecology,,
Swarthmore College,http://swarthmore.edu,PA,4-year private ,PhD,Baccalaureate Colleges: Arts & Sciences Focus,Bioinformatics,Biology-General Studies/Computer Science,Introduction to coding,,
Swarthmore College,http://swarthmore.edu,PA,4-year private ,PhD,Baccalaureate Colleges: Arts & Sciences Focus,Marine Mammal Biology and Conservation,Biology-Group III: Population Biology,Basics of Ecology,,
Swarthmore College,http://swarthmore.edu,PA,4-year private ,PhD,Baccalaureate Colleges: Arts & Sciences Focus,Ecology,Biology-Group III: Population Biology,Basics of Ecology,,
Swarthmore College,http://swarthmore.edu,PA,4-year private ,PhD,Baccalaureate Colleges: Arts & Sciences Focus,Marine Biology,Biology-Group III: Population Biology,Basics of Ecology,,
Swarthmore College,http://swarthmore.edu,PA,4-year private ,PhD,Baccalaureate Colleges: Arts & Sciences Focus,"Ecology, Evolution and Development",Biology-Group III: Population Biology,Basics of Ecology,,
Swarthmore College,http://swarthmore.edu,PA,4-year private ,PhD,Baccalaureate Colleges: Arts & Sciences Focus,Genomics and Systems Biology,Biology -Seminars,Basics of Ecology,,
Swarthmore College,http://swarthmore.edu,PA,4-year private ,PhD,Baccalaureate Colleges: Arts & Sciences Focus,Biodiversity and Ecosystem Functioning,Biology -Seminars,Basics of Ecology,,
Swarthmore College,http://swarthmore.edu,PA,4-year private ,PhD,Baccalaureate Colleges: Arts & Sciences Focus,Molecular Ecology and Evolution,Biology -Seminars,Basics of Ecology,,
Swarthmore College,http://swarthmore.edu,PA,4-year private ,PhD,Baccalaureate Colleges: Arts & Sciences Focus,Global Ocean Change Biology,Biology -Seminars,Basics of Ecology,,
Swarthmore College,http://swarthmore.edu,PA,4-year private ,PhD,Baccalaureate Colleges: Arts & Sciences Focus,Data Structures and Algorithms,Computer Science,Data manipulation/processing,,
Swarthmore College,http://swarthmore.edu,PA,4-year private ,PhD,Baccalaureate Colleges: Arts & Sciences Focus,Algorithms,Computer Science,Data manipulation/processing,,
Swarthmore College,http://swarthmore.edu,PA,4-year private ,PhD,Baccalaureate Colleges: Arts & Sciences Focus,Theory of computation (modeling),Computer Science/Mathematics and Statistics,statistical models,,
Swarthmore College,http://swarthmore.edu,PA,4-year private ,PhD,Baccalaureate Colleges: Arts & Sciences Focus,The Probabilistic Method,Computer Science,Probability & Uncertainty,,
Swarthmore College,http://swarthmore.edu,PA,4-year private ,PhD,Baccalaureate Colleges: Arts & Sciences Focus,Machine Learning,Computer Science,machine learning,,
Swarthmore College,http://swarthmore.edu,PA,4-year private ,PhD,Baccalaureate Colleges: Arts & Sciences Focus,Programming Languages,Computer Science,introduction to coding,,
Swarthmore College,http://swarthmore.edu,PA,4-year private ,PhD,Baccalaureate Colleges: Arts & Sciences Focus,Special Topics: Machine Learning and Brain-Computer Interfaces,Computer Science,machine learning,,
Swarthmore College,http://swarthmore.edu,PA,4-year private ,PhD,Baccalaureate Colleges: Arts & Sciences Focus,Environmental Protection,Engineering,Basics of Ecology,,
Swarthmore College,http://swarthmore.edu,PA,4-year private ,PhD,Baccalaureate Colleges: Arts & Sciences Focus,Modeling and Optimization for Engineering,Engineering,statistical models,,
Swarthmore College,http://swarthmore.edu,PA,4-year private ,PhD,Baccalaureate Colleges: Arts & Sciences Focus,Environmental Systems (modeling),Engineering,Mechanistic models,,
Swarthmore College,http://swarthmore.edu,PA,4-year private ,PhD,Baccalaureate Colleges: Arts & Sciences Focus,Introduction to Environmental Studies,Environmental Studies,Basics of ecology,,
Swarthmore College,http://swarthmore.edu,PA,4-year private ,PhD,Baccalaureate Colleges: Arts & Sciences Focus,Climate Change: Science and Responses,Environmental Studies/Physics,Basics of ecology,,
Swarthmore College,http://swarthmore.edu,PA,4-year private ,PhD,Baccalaureate Colleges: Arts & Sciences Focus,Environmental Issues in Native American Communities,Environmental Studies,Basics of ecology,,
Swarthmore College,http://swarthmore.edu,PA,4-year private ,PhD,Baccalaureate Colleges: Arts & Sciences Focus,Warming Up: Performing Ecology,Environmental Studies,Basics of ecology,,
Swarthmore College,http://swarthmore.edu,PA,4-year private ,PhD,Baccalaureate Colleges: Arts & Sciences Focus,Introduction to Geographic Information Systems,Environmental Studies,Data sources,,
Swarthmore College,http://swarthmore.edu,PA,4-year private ,PhD,Baccalaureate Colleges: Arts & Sciences Focus,Modeling and Optimization for Engineering,Environmental Studies,statistical models,,
Swarthmore College,http://swarthmore.edu,PA,4-year private ,PhD,Baccalaureate Colleges: Arts & Sciences Focus,Single-Variable Calculus 1,Mathematics and Statistics,Basics of statistics,,
Swarthmore College,http://swarthmore.edu,PA,4-year private ,PhD,Baccalaureate Colleges: Arts & Sciences Focus,Linear Algebra,Mathematics and Statistics,statistical models,,
Swarthmore College,http://swarthmore.edu,PA,4-year private ,PhD,Baccalaureate Colleges: Arts & Sciences Focus,Linear Algebra with Theory,Mathematics and Statistics,Statistical models,,
Swarthmore College,http://swarthmore.edu,PA,4-year private ,PhD,Baccalaureate Colleges: Arts & Sciences Focus,Basic Differential Equations,Mathematics and Statistics,Statistical models,,
Swarthmore College,http://swarthmore.edu,PA,4-year private ,PhD,Baccalaureate Colleges: Arts & Sciences Focus,Differential Equations,Mathematics and Statistics,Statistical models,,
Swarthmore College,http://swarthmore.edu,PA,4-year private ,PhD,Baccalaureate Colleges: Arts & Sciences Focus,Stochastic and Numerical Methods,Mathematics and Statistics,Probability & Uncertainty,,
Swarthmore College,http://swarthmore.edu,PA,4-year private ,PhD,Baccalaureate Colleges: Arts & Sciences Focus,Statistical Thinking,Mathematics and Statistics,Basics of statistics,,
Swarthmore College,http://swarthmore.edu,PA,4-year private ,PhD,Baccalaureate Colleges: Arts & Sciences Focus,Statistical Methods I ,Mathematics and Statistics,Basics of statistics,,
Swarthmore College,http://swarthmore.edu,PA,4-year private ,PhD,Baccalaureate Colleges: Arts & Sciences Focus,Statistical Methods II,Mathematics and Statistics,Basics of statistics,,
Swarthmore College,http://swarthmore.edu,PA,4-year private ,PhD,Baccalaureate Colleges: Arts & Sciences Focus,Topics in Applied Statistics: Statistical Graphics and Data Visualization,Mathematics and Statistics,Data visualization,,
Swarthmore College,http://swarthmore.edu,PA,4-year private ,PhD,Baccalaureate Colleges: Arts & Sciences Focus,Probability,Mathematics and Statistics,Probability & Uncertainty,,
Swarthmore College,http://swarthmore.edu,PA,4-year private ,PhD,Baccalaureate Colleges: Arts & Sciences Focus,Mathematical Statistics I,Mathematics and Statistics,Basics of statistics,,
Swarthmore College,http://swarthmore.edu,PA,4-year private ,PhD,Baccalaureate Colleges: Arts & Sciences Focus,Mathematical Statistics II,Mathematics and Statistics,Basics of statistics,,
Swarthmore College,http://swarthmore.edu,PA,4-year private ,PhD,Baccalaureate Colleges: Arts & Sciences Focus,Environmental Ethics,Philosophy,Ethics,,
Swarthmore College,http://swarthmore.edu,PA,4-year private ,PhD,Baccalaureate Colleges: Arts & Sciences Focus,Data Visualization,Sociology,Data visualization,,
University of Alaska Fairbanks,http://uaf.edu,AK,4-year public,PhD,R2,Weather Analysis and Forecasting,Sociology,Basics of forecasting,,
University of Alaska Fairbanks,http://uaf.edu,AK,4-year public,PhD,R2,Climate and Climate Change,Sociology,Basics of forecasting,,
University of Alaska Fairbanks,http://uaf.edu,AK,4-year public,PhD,R2,"Climate Change Processes: Past, Present, Future",Sociology/Geography/Natural Resource Management,Data Sources,,
University of Alaska Fairbanks,http://uaf.edu,AK,4-year public,PhD,R2,Weather and Climate of Alaska,Sociology,Data Sources,,
University of Alaska Fairbanks,http://uaf.edu,AK,4-year public,PhD,R2,Principles of Epidemiology,Biology,Basics of ecology,,
University of Alaska Fairbanks,http://uaf.edu,AK,4-year public,PhD,R2,Principles of Ecology,Biology,Basics of ecology,,
University of Alaska Fairbanks,http://uaf.edu,AK,4-year public,PhD,R2,Global Change Biology,Biology/Wildlife Management,Basics of ecology,,
University of Alaska Fairbanks,http://uaf.edu,AK,4-year public,PhD,R2,Biogeography,Biology,Basics of ecology,,
University of Alaska Fairbanks,http://uaf.edu,AK,4-year public,PhD,R2,Freshwater Habitat Dynamics,Biology,Basics of ecology,,
University of Alaska Fairbanks,http://uaf.edu,AK,4-year public,PhD,R2,Environmental Microbiology,Biology,Basics of ecology,,
University of Alaska Fairbanks,http://uaf.edu,AK,4-year public,PhD,R2,infectious Diseases,Biology,Basics of ecology,,
University of Alaska Fairbanks,http://uaf.edu,AK,4-year public,PhD,R2,Landscape Ecology and Wildlife Habitat (ecology),Biology/Wildlife Management,Basics of ecology,,
University of Alaska Fairbanks,http://uaf.edu,AK,4-year public,PhD,R2,Population ecology,Biology,Basics of ecology,,
University of Alaska Fairbanks,http://uaf.edu,AK,4-year public,PhD,R2,Community Ecology,Biology,Basics of ecology,,
University of Alaska Fairbanks,http://uaf.edu,AK,4-year public,PhD,R2,Ecosystem Ecology,Biology,Basics of ecology,,
University of Alaska Fairbanks,http://uaf.edu,AK,4-year public,PhD,R2,Stream Ecology,Biology,Basics of ecology,,
University of Alaska Fairbanks,http://uaf.edu,AK,4-year public,PhD,R2,Introduction to Coding and Programming,Computer and Information Technology systems,Introduction to coding,,
University of Alaska Fairbanks,http://uaf.edu,AK,4-year public,PhD,R2,Web Databases and Programming (SQL),Computer and Information Technology systems,Data manipulation/processing,,
University of Alaska Fairbanks,http://uaf.edu,AK,4-year public,PhD,R2,Introduction to computer Programming (python),Computer Science,Introduction to coding ,,
University of Alaska Fairbanks,http://uaf.edu,AK,4-year public,PhD,R2,Introduction to Programming and Algorithmic Thinking,Computer Science,Introduction to coding,,
University of Alaska Fairbanks,http://uaf.edu,AK,4-year public,PhD,R2,Data Structures and Algorithms,Computer Science,Data manipulation/processing,,
University of Alaska Fairbanks,http://uaf.edu,AK,4-year public,PhD,R2,Programming Languages,Computer Science,introduction to coding,,
University of Alaska Fairbanks,http://uaf.edu,AK,4-year public,PhD,R2,Computer Ethics and Technical Communication,Computer Science,Ethics,,
University of Alaska Fairbanks,http://uaf.edu,AK,4-year public,PhD,R2,Database Systems (SQL),Computer Science,Data manipulation/processing,,
University of Alaska Fairbanks,http://uaf.edu,AK,4-year public,PhD,R2,Introductory Statistics for Economics and Business,Economics,Basics of statistics,,
University of Alaska Fairbanks,http://uaf.edu,AK,4-year public,PhD,R2,Intermediate Econometrics for Forecasting and Business,Economics,Basics of forecasting,,
University of Alaska Fairbanks,http://uaf.edu,AK,4-year public,PhD,R2,Technical Writing,English,Science Communication,,
University of Alaska Fairbanks,http://uaf.edu,AK,4-year public,PhD,R2,Research Writing,English,Science Communication,,
University of Alaska Fairbanks,http://uaf.edu,AK,4-year public,PhD,R2,Biological Unit Processes,Environmental Engineering,Basics of ecology,,
University of Alaska Fairbanks,http://uaf.edu,AK,4-year public,PhD,R2,Introduction to Environmental Studies,Environmental Studies,Basics of ecology,,
University of Alaska Fairbanks,http://uaf.edu,AK,4-year public,PhD,R2,Introduction to Water Quality I: Measurement,Environmental Studies,Basics of ecology,,
University of Alaska Fairbanks,http://uaf.edu,AK,4-year public,PhD,R2,Introduction to Water Quality II: Monitoring and Assessment,Environmental Studies,Basics of ecology,,
University of Alaska Fairbanks,http://uaf.edu,AK,4-year public,PhD,R2,Introduction to Water Quality III: Data Quality Assurance,Environmental Studies,Data manipulation/processing,,
University of Alaska Fairbanks,http://uaf.edu,AK,4-year public,PhD,R2,Viewpoints in Environmental Studies,Environmental Studies,Science communication,,
University of Alaska Fairbanks,http://uaf.edu,AK,4-year public,PhD,R2,Introduction to Methods in Environmental Studies Reporting,Environmental Studies,Science Communcation,,
University of Alaska Fairbanks,http://uaf.edu,AK,4-year public,PhD,R2,Fundamentals of Geospatial Sciences,Geography,Data sources,,
